predication_id	indicator_type	predicate_start_index	predicate_end_index	predicate	predicate_definition	subject_start_index	subject_end_index	subject_score	subject_text	subject_pref_name	subject_CUI	subject_stype_name	subject_stype_desc	subject_desc	object_start_index	object_end_index	object_score	object_text	object_pref_name	object_CUI	object_stype_name	object_stype_desc	object_desc	sentence	sentence_html	pmid	uniq_id	form_sent	form_sub_text	form_obj_text
0	null	154	156	LOCATION_OF	null	162	169	0	thyroid	Thyroid Gland	C0040132	Body Part, Organ, or Organ Component	A collection of cells and tissues which are localized to a specific area or combine and carry out one or more specialized functions of an organism. This ranges from gross structures to small components of complex organs. These structures are relatively localized in comparison to tissues.	endocrine gland normally situated in the lower part of the front of the neck; secretes, stores and releases the iodine dependent thyroid hormones thyroxine and triiodothyroine which play major endocrine roles in regulating metabolic rate; also secretes thyrocalcitonin.	135	154	0	papillary carcinoma	Carcinoma, Papillary	C0007133	Neoplastic Process	A new and abnormal growth of tissue in which the growth is uncontrolled and progressive. The growths may be malignant or benign.	A malignant neoplasm characterized by the formation of numerous, irregular, finger-like projections of fibrous stroma that is covered with a surface layer of neoplastic epithelial cells. (Stedman, 25th ed)	Seven of eight patients (87.5%) had frank signs of invasion together with other histological features, and two patients had associated papillary carcinoma of the thyroid.	<div>Seven of eight patients (87.5%) had frank signs of invasion together with other histological features, and two patients had associated <strong>papillary carcinoma</strong> of the <strong>thyroid</strong>.</div>	16719197	uniq_id_b10	"Seven of eight patients (87.5%) had frank signs of invasion together with other histological features, and two patients had associated <span class=""object_text"">papillary carcinoma</span> of the <span class=""subject_text"">thyroid</span>."	"""<span class=""subject_text"">thyroid</span>"""	"""<span class=""object_text"">papillary carcinoma</span>"""
0	null	53	56	PROCESS_OF	null	57	63	0	tumors	Neoplasm	C0027651	Neoplastic Process	A new and abnormal growth of tissue in which the growth is uncontrolled and progressive. The growths may be malignant or benign.	growth of the tumor after morphology of cell has changed; cells may or may not have transformed to a cancerous state.	22	30	0	patients	Patients	C0030705	Human	Modern man, the only remaining species of the Homo genus.	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	On the other hand, 17 patients with benign histology had tumors greater than 3 cm, and an additional 18 had palpable masses on physical examination.	<div>On the other hand, 17 <strong>patients</strong> with benign histology had <strong>tumors</strong> greater than 3 cm, and an additional 18 had palpable masses on physical examination.</div>	16719197	uniq_id_b11	"On the other hand, 17 <span class=""object_text"">patients</span> with benign histology had <span class=""subject_text"">tumors</span> greater than 3 cm, and an additional 18 had palpable masses on physical examination."	"""<span class=""subject_text"">tumors</span>"""	"""<span class=""object_text"">patients</span>"""
0	null	104	107	PROCESS_OF	null	108	123	0	palpable masses	MASS PALPABLE	C0746412	Finding	That which is discovered by direct observation or measurement of an organism attribute or condition, including the clinical history of the patient. The history of the presence of a disease is a 'Finding' and is distinguished from the disease itself.	Finding. null	22	30	0	patients	Patients	C0030705	Human	Modern man, the only remaining species of the Homo genus.	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	On the other hand, 17 patients with benign histology had tumors greater than 3 cm, and an additional 18 had palpable masses on physical examination.	<div>On the other hand, 17 <strong>patients</strong> with benign histology had tumors greater than 3 cm, and an additional 18 had <strong>palpable masses</strong> on physical examination.</div>	16719197	uniq_id_b12	"On the other hand, 17 <span class=""object_text"">patients</span> with benign histology had tumors greater than 3 cm, and an additional 18 had <span class=""subject_text"">palpable masses</span> on physical examination."	"""<span class=""subject_text"">palpable masses</span>"""	"""<span class=""object_text"">patients</span>"""
0	null	55	57	TREATS	null	13	22	0	procedure	Procedures	C0184661	Health Care Activity	An activity of or relating to the practice of medicine or involving the care of patients.	Health Care Activity. null	62	70	0	patients	Patients	C0030705	Human	Modern man, the only remaining species of the Homo genus.	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	We used this procedure concomitantly with valve surgery in 84 patients.	<div>We used this <strong>procedure</strong> concomitantly with valve surgery in 84 <strong>patients</strong>.</div>	16352184	uniq_id_b13	"We used this <span class=""subject_text"">procedure</span> concomitantly with valve surgery in 84 <span class=""object_text"">patients</span>."	"""<span class=""subject_text"">procedure</span>"""	"""<span class=""object_text"">patients</span>"""
0	null	55	57	TREATS	null	48	55	0	surgery	Operative Surgical Procedures	C0543467	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	branch of medicine that deals with the treatment of injury, deformity, and disease by manual and instrumental means.	62	70	0	patients	Patients	C0030705	Human	Modern man, the only remaining species of the Homo genus.	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	We used this procedure concomitantly with valve surgery in 84 patients.	<div>We used this procedure concomitantly with valve <strong>surgery</strong> in 84 <strong>patients</strong>.</div>	16352184	uniq_id_b14	"We used this procedure concomitantly with valve <span class=""subject_text"">surgery</span> in 84 <span class=""object_text"">patients</span>."	"""<span class=""subject_text"">surgery</span>"""	"""<span class=""object_text"">patients</span>"""
0	null	36	40	COEXISTS_WITH	null	48	55	0	surgery	Operative Surgical Procedures	C0543467	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	branch of medicine that deals with the treatment of injury, deformity, and disease by manual and instrumental means.	13	22	0	procedure	Procedures	C0184661	Health Care Activity	An activity of or relating to the practice of medicine or involving the care of patients.	Health Care Activity. null	We used this procedure concomitantly with valve surgery in 84 patients.	<div>We used this <strong>procedure</strong> concomitantly with valve <strong>surgery</strong> in 84 patients.</div>	16352184	uniq_id_b15	"We used this <span class=""object_text"">procedure</span> concomitantly with valve <span class=""subject_text"">surgery</span> in 84 patients."	"""<span class=""subject_text"">surgery</span>"""	"""<span class=""object_text"">procedure</span>"""
0	null	156	163	TREATS	null	125	156	0	anti-cytokine biologics therapy	anti-cytokine therapy	C0281178	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	Drug treatment to reduce the activity of cytokines, particulary to control inflammation in disease modalities.	165	185	0	rheumatoid arthritis	Rheumatoid Arthritis	C0003873	Disease or Syndrome	A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.	chronic systemic disease, primarily of the joints, marked by inflammatory changes in the synovial membranes and articular structures, widespread fibrinoid degeneration of the collagen fibers in mesenchymal tissues, and by atrophy and rarefaction of bony structures; etiology is unknown, but autoimmune mechanisms have been implicated.	Although the medical management of SLE is not sufficient to warrant long-term survival of young patients, recent progress in anti-cytokine biologics therapy against rheumatoid arthritis (RA) has facilitated searching for the molecular targets of SLE.	<div>Although the medical management of SLE is not sufficient to warrant long-term survival of young patients, recent progress in <strong>anti-cytokine biologics therapy</strong> against <strong>rheumatoid arthritis</strong> (RA) has facilitated searching for the molecular targets of SLE.</div>	16101536	uniq_id_b16	"Although the medical management of SLE is not sufficient to warrant long-term survival of young patients, recent progress in <span class=""subject_text"">anti-cytokine biologics therapy</span> against <span class=""object_text"">rheumatoid arthritis</span> (RA) has facilitated searching for the molecular targets of SLE."	"""<span class=""subject_text"">anti-cytokine biologics therapy</span>"""	"""<span class=""object_text"">rheumatoid arthritis</span>"""
0	null	200	202	LOCATION_OF	null	204	211	0	T cells	T-Lymphocyte	C0039194	Cell	The fundamental structural and functional unit of living organisms.	lymphocytes responsible for cell-mediated immunity, formed when lymphocytes circulate through the thymus gland and differentiate to thymocytes; when exposed to an antigen, they divide rapidly and produce large numbers of new T cells sensitized to that antigen.	182	200	0	adhesion molecules	Cell Adhesion Molecules	C0007578	Amino Acid, Peptide, or Protein	Amino acids and chains of amino acids connected by peptide linkages.	diverse family of extracellular (e.g., laminin) and cell surface (e.g., NCAM) glycoproteins involved in cell-cell and cell-extracellular matrix adhesion, recognition, activation, and migration.	In this report, we briefly review the molecular basis of SLE pathogenesis, and discuss possible therapeutic targets in this disease, focusing particularly on signal transduction and adhesion molecules in T cells.	<div>In this report, we briefly review the molecular basis of SLE pathogenesis, and discuss possible therapeutic targets in this disease, focusing particularly on signal transduction and <strong>adhesion molecules</strong> in <strong>T cells</strong>.</div>	16101536	uniq_id_b17	"In this report, we briefly review the molecular basis of SLE pathogenesis, and discuss possible therapeutic targets in this disease, focusing particularly on signal transduction and <span class=""object_text"">adhesion molecules</span> in <span class=""subject_text"">T cells</span>."	"""<span class=""subject_text"">T cells</span>"""	"""<span class=""object_text"">adhesion molecules</span>"""
0	null	72	81	TREATS	null	30	35	0	enema	Administration of enema	C0014268	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	A solution or compound that is introduced into the RECTUM with the purpose of cleansing the COLON or for diagnostic procedures.	85	103	0	ulcerative colitis	Ulcerative Colitis	C0009324	Disease or Syndrome	A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.	chronic, recurrent ulceration of the colon mucosa and submucosa.	BACKGROUND AND AIMS: Butyrate enemas have been shown to be effective in treatment of ulcerative colitis, but the mechanism of the effects of butyrate is not totally known.	<div>BACKGROUND AND AIMS: Butyrate <strong>enema</strong>s have been shown to be effective in treatment of <strong>ulcerative colitis</strong>, but the mechanism of the effects of butyrate is not totally known.</div>	16461476	uniq_id_b18	"BACKGROUND AND AIMS: Butyrate <span class=""subject_text"">enema</span>s have been shown to be effective in treatment of <span class=""object_text"">ulcerative colitis</span>, but the mechanism of the effects of butyrate is not totally known."	"""<span class=""subject_text"">enema</span>"""	"""<span class=""object_text"">ulcerative colitis</span>"""
0	null	0	0	USES	null	30	35	0	enema	Administration of enema	C0014268	Therapeutic or Preventive Procedure	A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.	A solution or compound that is introduced into the RECTUM with the purpose of cleansing the COLON or for diagnostic procedures.	21	29	0	Butyrate	Butyrates	C0006521	Lipid	An inclusive group of fat or fat-derived substances that are soluble in nonpolar solvents related to fatty acid esters, fatty alcohols, sterols, waxes, etc. Included in this group are the saponifiable lipids such as glycerides (fats and oils), essential (volatile) oils, and phospholipids.	four carbon acid, CH3CH2CH2COOH, with an unpleasant odor, that occurs in butter and animal fat as the glycerol ester; and other 4-carbon acids, salts, and derivatives.	BACKGROUND AND AIMS: Butyrate enemas have been shown to be effective in treatment of ulcerative colitis, but the mechanism of the effects of butyrate is not totally known.	<div>BACKGROUND AND AIMS: <strong>Butyrate</strong> <strong>enema</strong>s have been shown to be effective in treatment of ulcerative colitis, but the mechanism of the effects of butyrate is not totally known.</div>	16461476	uniq_id_b19	"BACKGROUND AND AIMS: <span class=""object_text"">Butyrate</span> <span class=""subject_text"">enema</span>s have been shown to be effective in treatment of ulcerative colitis, but the mechanism of the effects of butyrate is not totally known."	"""<span class=""subject_text"">enema</span>"""	"""<span class=""object_text"">Butyrate</span>"""
0	null	0	0	TREATS	null	21	29	0	Butyrate	Butyrates	C0006521	Lipid	An inclusive group of fat or fat-derived substances that are soluble in nonpolar solvents related to fatty acid esters, fatty alcohols, sterols, waxes, etc. Included in this group are the saponifiable lipids such as glycerides (fats and oils), essential (volatile) oils, and phospholipids.	four carbon acid, CH3CH2CH2COOH, with an unpleasant odor, that occurs in butter and animal fat as the glycerol ester; and other 4-carbon acids, salts, and derivatives.	85	103	0	ulcerative colitis	Ulcerative Colitis	C0009324	Disease or Syndrome	A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.	chronic, recurrent ulceration of the colon mucosa and submucosa.	BACKGROUND AND AIMS: Butyrate enemas have been shown to be effective in treatment of ulcerative colitis, but the mechanism of the effects of butyrate is not totally known.	<div>BACKGROUND AND AIMS: <strong>Butyrate</strong> enemas have been shown to be effective in treatment of <strong>ulcerative colitis</strong>, but the mechanism of the effects of butyrate is not totally known.</div>	16461476	uniq_id_b20	"BACKGROUND AND AIMS: <span class=""subject_text"">Butyrate</span> enemas have been shown to be effective in treatment of <span class=""object_text"">ulcerative colitis</span>, but the mechanism of the effects of butyrate is not totally known."	"""<span class=""subject_text"">Butyrate</span>"""	"""<span class=""object_text"">ulcerative colitis</span>"""
0	null	57	63	LOCATION_OF	null	69	81	0	mitochondria	Mitochondria	C0026237	Cell Component	A part of a cell or the intercellular matrix, generally visible by light microscopy.	self-replicating organelles found in cytoplasm bound by two membranes, the inner one folded into the interior as a series of projections; they are the principal sites of energy generation resulting from the oxidation of food, and contain the enzymes of the Krebs and fatty acid cycles and the respiratory pathway; they contain DNA and RNA for independent replication.	40	57	0	respiratory chain	Mitochondrial electron transport chain	C1325653	Molecular Function	A physiologic function occurring at the molecular level.	The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient. [GOC:ecd, GOC:mah, ISBN:0198547684]	The main site for ROS production is the respiratory chain inside the mitochondria and accumulation of mtDNA mutations, and impaired respiratory chain function have been associated with degenerative diseases and aging.	<div>The main site for ROS production is the <strong>respiratory chain</strong> inside the <strong>mitochondria</strong> and accumulation of mtDNA mutations, and impaired respiratory chain function have been associated with degenerative diseases and aging.</div>	16332961	uniq_id_b21	"The main site for ROS production is the <span class=""object_text"">respiratory chain</span> inside the <span class=""subject_text"">mitochondria</span> and accumulation of mtDNA mutations, and impaired respiratory chain function have been associated with degenerative diseases and aging."	"""<span class=""subject_text"">mitochondria</span>"""	"""<span class=""object_text"">respiratory chain</span>"""
0	null	9	13	LOCATION_OF	null	40	57	0	respiratory chain	Mitochondrial electron transport chain	C1325653	Cell Component	A part of a cell or the intercellular matrix, generally visible by light microscopy.	The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient. [GOC:ecd, GOC:mah, ISBN:0198547684]	18	21	0	ROS	Reactive Oxygen Species	C0162772	Biologically Active Substance	A generally endogenous substance produced or required by an organism, of primary interest because of its role in the biologic functioning of the organism that produces it.	Molecules or ions formed by the incomplete one-electron reduction of oxygen. These reactive oxygen intermediates include SINGLET OXYGEN; SUPEROXIDES; PEROXIDES; HYDROXYL RADICAL; and HYPOCHLOROUS ACID. They contribute to the microbicidal activity of PHAGOCYTES, regulation of signal transduction and gene expression, and the oxidative damage to NUCLEIC ACIDS; PROTEINS; and LIPIDS.	The main site for ROS production is the respiratory chain inside the mitochondria and accumulation of mtDNA mutations, and impaired respiratory chain function have been associated with degenerative diseases and aging.	<div>The main site for <strong>ROS</strong> production is the <strong>respiratory chain</strong> inside the mitochondria and accumulation of mtDNA mutations, and impaired respiratory chain function have been associated with degenerative diseases and aging.</div>	16332961	uniq_id_b22	"The main site for <span class=""object_text"">ROS</span> production is the <span class=""subject_text"">respiratory chain</span> inside the mitochondria and accumulation of mtDNA mutations, and impaired respiratory chain function have been associated with degenerative diseases and aging."	"""<span class=""subject_text"">respiratory chain</span>"""	"""<span class=""object_text"">ROS</span>"""
