_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,comments,crowd_relation_type,user_confidence,crowd_relation_type_gold,form_obj_text,form_sent,form_sub_text,indicator_type,object_cui,object_desc,object_end_index,object_pref_name,object_score,object_start_index,object_stype_desc,object_stype_name,object_text,pmid,predicate,predicate_definition,predicate_end_index,predicate_start_index,predication_id,sentence,sentence_html,subject_cui,subject_desc,subject_end_index,subject_pref_name,subject_score,subject_start_index,subject_stype_desc,subject_stype_name,subject_text,uniq_id,user_confidence_gold
731283655,6/3/2015 23:02:41,false,1650717547,,6/3/2015 22:55:35,false,clixsense,0.9333,31001914,MKD,41,Skopje,212.110.65.126,,functionally_related,confident,,"""<span class=""object_text"">patient</span>""","One <span class=""object_text"">patient</span> was successfully cured by <span class=""subject_text"">steroid therapy</span>, while the other did not respond to steroid but oral mesalazine was effective.","""<span class=""subject_text"">steroid therapy</span>""",null,C0030705,"Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.",11,Patients,0,4,"Modern man, the only remaining species of the Homo genus.",Human,patient,16415554,TREATS,null,34,29,0,"One patient was successfully cured by steroid therapy, while the other did not respond to steroid but oral mesalazine was effective.","<div>One <strong>patient</strong> was successfully cured by <strong>steroid therapy</strong>, while the other did not respond to steroid but oral mesalazine was effective.</div>",C0149783,"Treatment with corticosteroid drugs to reduce swelling, pain, and other symptoms of inflammation.",53,Steroid therapy,0,38,"A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.",Therapeutic or Preventive Procedure,steroid therapy,uniq_id_b1,
731283655,6/3/2015 23:08:49,false,1650726834,,6/3/2015 23:04:42,false,prodege,0.8125,9559045,USA,TX,Katy,107.204.185.115,,functionally_related,confident,,"""<span class=""object_text"">patient</span>""","One <span class=""object_text"">patient</span> was successfully cured by <span class=""subject_text"">steroid therapy</span>, while the other did not respond to steroid but oral mesalazine was effective.","""<span class=""subject_text"">steroid therapy</span>""",null,C0030705,"Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.",11,Patients,0,4,"Modern man, the only remaining species of the Homo genus.",Human,patient,16415554,TREATS,null,34,29,0,"One patient was successfully cured by steroid therapy, while the other did not respond to steroid but oral mesalazine was effective.","<div>One <strong>patient</strong> was successfully cured by <strong>steroid therapy</strong>, while the other did not respond to steroid but oral mesalazine was effective.</div>",C0149783,"Treatment with corticosteroid drugs to reduce swelling, pain, and other symptoms of inflammation.",53,Steroid therapy,0,38,"A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.",Therapeutic or Preventive Procedure,steroid therapy,uniq_id_b1,
731283655,6/3/2015 23:26:36,false,1650753767,,6/3/2015 23:02:42,false,neodev,0.7273,32246920,VEN,"","",186.92.206.71,,functionally_related,very_confident,,"""<span class=""object_text"">patient</span>""","One <span class=""object_text"">patient</span> was successfully cured by <span class=""subject_text"">steroid therapy</span>, while the other did not respond to steroid but oral mesalazine was effective.","""<span class=""subject_text"">steroid therapy</span>""",null,C0030705,"Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.",11,Patients,0,4,"Modern man, the only remaining species of the Homo genus.",Human,patient,16415554,TREATS,null,34,29,0,"One patient was successfully cured by steroid therapy, while the other did not respond to steroid but oral mesalazine was effective.","<div>One <strong>patient</strong> was successfully cured by <strong>steroid therapy</strong>, while the other did not respond to steroid but oral mesalazine was effective.</div>",C0149783,"Treatment with corticosteroid drugs to reduce swelling, pain, and other symptoms of inflammation.",53,Steroid therapy,0,38,"A procedure, method, or technique designed to prevent a disease or a disorder, or to improve physical function, or used in the process of treating a disease or injury.",Therapeutic or Preventive Procedure,steroid therapy,uniq_id_b1,
731283656,6/3/2015 22:52:35,false,1650702658,,6/3/2015 22:50:47,true,bitcoinget,0.6875,21743413,USA,WA,Lynnwood,216.186.48.32,,conceptually_related,very_confident,,"""<span class=""object_text"">gastrointestinal symptoms</span>""","<span class=""subject_text"">Systemic lupus erythematosus</span> is frequently accompanied by <span class=""object_text"">gastrointestinal symptoms</span>, but colonic lesions are quite rare, and the regular treatment is not fixed yet.","""<span class=""subject_text"">Systemic lupus erythematosus</span>""",null,C0426576,Sign or Symptom. null,83,Gastrointestinal symptoms NOS,0,58,"An observable manifestation of a disease or condition based on clinical judgment, or a manifestation of a disease or condition which is experienced by the patient and reported as a subjective observation.",Sign or Symptom,gastrointestinal symptoms,16415554,COEXISTS_WITH,null,54,43,0,"Systemic lupus erythematosus is frequently accompanied by gastrointestinal symptoms, but colonic lesions are quite rare, and the regular treatment is not fixed yet.","<div><strong>Systemic lupus erythematosus</strong> is frequently accompanied by <strong>gastrointestinal symptoms</strong>, but colonic lesions are quite rare, and the regular treatment is not fixed yet.</div>",C0024141,"chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes; it is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system; the disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow.",28,"Lupus Erythematosus, Systemic",0,0,"A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.",Disease or Syndrome,Systemic lupus erythematosus,uniq_id_b2,
731283656,6/3/2015 22:55:33,false,1650706797,,6/3/2015 22:51:29,false,clixsense,0.9333,31001914,MKD,41,Skopje,212.110.65.126,,functionally_related,confident,,"""<span class=""object_text"">gastrointestinal symptoms</span>""","<span class=""subject_text"">Systemic lupus erythematosus</span> is frequently accompanied by <span class=""object_text"">gastrointestinal symptoms</span>, but colonic lesions are quite rare, and the regular treatment is not fixed yet.","""<span class=""subject_text"">Systemic lupus erythematosus</span>""",null,C0426576,Sign or Symptom. null,83,Gastrointestinal symptoms NOS,0,58,"An observable manifestation of a disease or condition based on clinical judgment, or a manifestation of a disease or condition which is experienced by the patient and reported as a subjective observation.",Sign or Symptom,gastrointestinal symptoms,16415554,COEXISTS_WITH,null,54,43,0,"Systemic lupus erythematosus is frequently accompanied by gastrointestinal symptoms, but colonic lesions are quite rare, and the regular treatment is not fixed yet.","<div><strong>Systemic lupus erythematosus</strong> is frequently accompanied by <strong>gastrointestinal symptoms</strong>, but colonic lesions are quite rare, and the regular treatment is not fixed yet.</div>",C0024141,"chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes; it is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system; the disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow.",28,"Lupus Erythematosus, Systemic",0,0,"A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.",Disease or Syndrome,Systemic lupus erythematosus,uniq_id_b2,
731283656,6/3/2015 22:55:35,false,1650706920,,6/3/2015 22:52:58,true,clixsense,0.6667,32230559,BRA,18,Foz Do Iguaçu,189.58.92.166,,functionally_related,very_confident,,"""<span class=""object_text"">gastrointestinal symptoms</span>""","<span class=""subject_text"">Systemic lupus erythematosus</span> is frequently accompanied by <span class=""object_text"">gastrointestinal symptoms</span>, but colonic lesions are quite rare, and the regular treatment is not fixed yet.","""<span class=""subject_text"">Systemic lupus erythematosus</span>""",null,C0426576,Sign or Symptom. null,83,Gastrointestinal symptoms NOS,0,58,"An observable manifestation of a disease or condition based on clinical judgment, or a manifestation of a disease or condition which is experienced by the patient and reported as a subjective observation.",Sign or Symptom,gastrointestinal symptoms,16415554,COEXISTS_WITH,null,54,43,0,"Systemic lupus erythematosus is frequently accompanied by gastrointestinal symptoms, but colonic lesions are quite rare, and the regular treatment is not fixed yet.","<div><strong>Systemic lupus erythematosus</strong> is frequently accompanied by <strong>gastrointestinal symptoms</strong>, but colonic lesions are quite rare, and the regular treatment is not fixed yet.</div>",C0024141,"chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes; it is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system; the disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow.",28,"Lupus Erythematosus, Systemic",0,0,"A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.",Disease or Syndrome,Systemic lupus erythematosus,uniq_id_b2,
731283656,6/3/2015 22:57:01,false,1650708952,,6/3/2015 22:53:19,false,prodege,0.8125,9559045,USA,TX,Katy,107.204.185.115,,conceptually_related,confident,,"""<span class=""object_text"">gastrointestinal symptoms</span>""","<span class=""subject_text"">Systemic lupus erythematosus</span> is frequently accompanied by <span class=""object_text"">gastrointestinal symptoms</span>, but colonic lesions are quite rare, and the regular treatment is not fixed yet.","""<span class=""subject_text"">Systemic lupus erythematosus</span>""",null,C0426576,Sign or Symptom. null,83,Gastrointestinal symptoms NOS,0,58,"An observable manifestation of a disease or condition based on clinical judgment, or a manifestation of a disease or condition which is experienced by the patient and reported as a subjective observation.",Sign or Symptom,gastrointestinal symptoms,16415554,COEXISTS_WITH,null,54,43,0,"Systemic lupus erythematosus is frequently accompanied by gastrointestinal symptoms, but colonic lesions are quite rare, and the regular treatment is not fixed yet.","<div><strong>Systemic lupus erythematosus</strong> is frequently accompanied by <strong>gastrointestinal symptoms</strong>, but colonic lesions are quite rare, and the regular treatment is not fixed yet.</div>",C0024141,"chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes; it is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system; the disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow.",28,"Lupus Erythematosus, Systemic",0,0,"A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.",Disease or Syndrome,Systemic lupus erythematosus,uniq_id_b2,
731283656,6/3/2015 23:00:58,false,1650714961,,6/3/2015 22:51:46,true,tremorgames,0.6364,32566236,FRA,A8,Paris,82.234.241.249,,conceptually_related,very_confident,,"""<span class=""object_text"">gastrointestinal symptoms</span>""","<span class=""subject_text"">Systemic lupus erythematosus</span> is frequently accompanied by <span class=""object_text"">gastrointestinal symptoms</span>, but colonic lesions are quite rare, and the regular treatment is not fixed yet.","""<span class=""subject_text"">Systemic lupus erythematosus</span>""",null,C0426576,Sign or Symptom. null,83,Gastrointestinal symptoms NOS,0,58,"An observable manifestation of a disease or condition based on clinical judgment, or a manifestation of a disease or condition which is experienced by the patient and reported as a subjective observation.",Sign or Symptom,gastrointestinal symptoms,16415554,COEXISTS_WITH,null,54,43,0,"Systemic lupus erythematosus is frequently accompanied by gastrointestinal symptoms, but colonic lesions are quite rare, and the regular treatment is not fixed yet.","<div><strong>Systemic lupus erythematosus</strong> is frequently accompanied by <strong>gastrointestinal symptoms</strong>, but colonic lesions are quite rare, and the regular treatment is not fixed yet.</div>",C0024141,"chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes; it is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system; the disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow.",28,"Lupus Erythematosus, Systemic",0,0,"A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.",Disease or Syndrome,Systemic lupus erythematosus,uniq_id_b2,
731283656,6/3/2015 23:06:24,false,1650723245,,6/3/2015 23:04:56,false,neodev,0.8421,33018492,VNM,20,Ho Chi Minh City,42.116.77.174,,conceptually_related,very_confident,,"""<span class=""object_text"">gastrointestinal symptoms</span>""","<span class=""subject_text"">Systemic lupus erythematosus</span> is frequently accompanied by <span class=""object_text"">gastrointestinal symptoms</span>, but colonic lesions are quite rare, and the regular treatment is not fixed yet.","""<span class=""subject_text"">Systemic lupus erythematosus</span>""",null,C0426576,Sign or Symptom. null,83,Gastrointestinal symptoms NOS,0,58,"An observable manifestation of a disease or condition based on clinical judgment, or a manifestation of a disease or condition which is experienced by the patient and reported as a subjective observation.",Sign or Symptom,gastrointestinal symptoms,16415554,COEXISTS_WITH,null,54,43,0,"Systemic lupus erythematosus is frequently accompanied by gastrointestinal symptoms, but colonic lesions are quite rare, and the regular treatment is not fixed yet.","<div><strong>Systemic lupus erythematosus</strong> is frequently accompanied by <strong>gastrointestinal symptoms</strong>, but colonic lesions are quite rare, and the regular treatment is not fixed yet.</div>",C0024141,"chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys, and serosal membranes; it is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system; the disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow.",28,"Lupus Erythematosus, Systemic",0,0,"A condition which alters or interferes with a normal process, state, or activity of an organism. It is usually characterized by the abnormal functioning of one or more of the host's systems, parts, or organs. Included here is a complex of symptoms descriptive of a disorder.",Disease or Syndrome,Systemic lupus erythematosus,uniq_id_b2,
731283657,6/3/2015 23:03:00,false,1650718101,,6/3/2015 23:01:20,true,elite,0.6923,30312592,CAN,ON,Sudbury,66.103.55.12,,physically_related,confident,,"""<span class=""object_text"">lesions</span>""","Systemic lupus erythematosus is frequently accompanied by gastrointestinal symptoms, but <span class=""subject_text"">colonic</span> <span class=""object_text"">lesions</span> are quite rare, and the regular treatment is not fixed yet.","""<span class=""subject_text"">colonic</span>""",null,C0221198,"A localized pathological or traumatic structural change, damage, deformity, or discontinuity of tissue, organ, or body part.",104,Lesion,0,97,"That which is discovered by direct observation or measurement of an organism attribute or condition, including the clinical history of the patient. The history of the presence of a disease is a 'Finding' and is distinguished from the disease itself.",Finding,lesions,16415554,LOCATION_OF,null,0,0,0,"Systemic lupus erythematosus is frequently accompanied by gastrointestinal symptoms, but colonic lesions are quite rare, and the regular treatment is not fixed yet.","<div>Systemic lupus erythematosus is frequently accompanied by gastrointestinal symptoms, but <strong>colonic</strong> <strong>lesions</strong> are quite rare, and the regular treatment is not fixed yet.</div>",C0009368,part of the large intestine that extends from the cecum to the rectum.,96,Colon,0,89,A collection of cells and tissues which are localized to a specific area or combine and carry out one or more specialized functions of an organism. This ranges from gross structures to small components of complex organs. These structures are relatively localized in comparison to tissues.,"Body Part, Organ, or Organ Component",colonic,uniq_id_b3,
